"Girokonto";"DE72 1203 0000 0011 4478 55"
""
"Zeitraum:";"01.07.2025 - 30.06.2026"
"Kontostand vom 30.06.2026:";"3.412,87 €"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz";"Kategorie";"Unterkategorie"
"21.12.25";"21.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9026012796114 PP.4855.PP . SCHWIMMBAD HALLENBAD, Ihr Einkauf bei SCHWIMMBAD HALLENBAD";"Ausgang";"DE88500700100175526303";"-130,53";"LU96ZZZ0000000000000000058";"5PYM351906698KV";"";"2. lifestyle&fun";"sports"
"12.06.26";"12.06.26";"Gebucht";"Lukas Mustermann";"GAG Immobilien";"Miete 06/2026 Whg 804394290";"Ausgang";"DE08892585783980370377";"-939,42";"DE22GI31205886948";"GI-804394290";"";"8. fixed costs";"rent"
"06.07.25";"06.07.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"2271043318751 PP.4855.PP . DEICHMANN, Ihr Einkauf bei DEICHMANN";"Ausgang";"DE88500700100175526303";"-80,13";"LU96ZZZ0000000000000000058";"5PYM097921583KV";"";"2. lifestyle&fun";"shopping (clothes)"
"13.05.26";"13.05.26";"Gebucht";"Lukas Mustermann";"Traumpalast.5508/Freiburg";"TRAUMPALAST 2026-05-13T15:57:09 KFN 0 VJ 2812";"Ausgang";"";"-14,12";"";"";"";"2. lifestyle&fun";"cinema"
"22.03.26";"22.03.26";"Gebucht";"Lukas Mustermann";"Amnesty International";"AMNESTY Abo Kd-Nr. 229380450 03/2026";"Ausgang";"DE30834911647649273868";"-13,97";"DE22AI13372278181";"AI-229380450";"";"7. abos";"memberships"
"24.01.26";"24.01.26";"Gebucht";"Lukas Mustermann";"Masterclass.833/Dortmund";"MASTERCLASS 87680570//Dortmund/DE 2026-01-24T17:45:38 KFN 0 VJ 2812";"Ausgang";"";"-131,54";"";"";"";"5. education";"online courses"
"30.11.25";"30.11.25";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 11/2025 Beitragsnr 1264543";"Ausgang";"DE67687967467269863013";"-24,50";"DE22AZD33279882170";"AZD-1264543";"";"8. fixed costs";"rundfunk"
"27.07.25";"27.07.25";"Gebucht";"Lukas Mustermann";"Der Freitag";"DER Abo Kd-Nr. 629696524 07/2025";"Ausgang";"DE15731802040410719129";"-15,37";"DE22DF43370265781";"DF-629696524";"";"7. abos";"(e)-papers"
"26.08.25";"26.08.25";"Gebucht";"Lukas Mustermann";"Taxi.1122.6602/Kiel";"TAXI SAGT DANKE. 2025-08-26T07:03:00 KFN 0 VJ 2812";"Ausgang";"";"-49,65";"";"";"";"3. mobility";"taxi"
"16.10.25";"16.10.25";"Gebucht";"Lukas Mustermann";"VRS/Heidelberg";"VRS SAGT DANKE. 2025-10-16T09:01:49 KFN 0 VJ 2812";"Ausgang";"";"-78,74";"";"";"";"3. mobility";"öpnv"
"26.11.25";"26.11.25";"Gebucht";"Lukas Mustermann";"FlixTrain";"Lastschrift 11/2025 Ref 970931706";"Ausgang";"DE95560767616453454722";"-144,67";"DE22F39898306503";"F-970931706";"";"3. mobility";"train tickets"
"09.02.26";"09.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9194908170032 PP.4855.PP . POE, Ihr Einkauf bei POE";"Ausgang";"DE88500700100175526303";"-39,35";"LU96ZZZ0000000000000000058";"5PYM762805877KV";"";"7. abos";"AI"
"20.01.26";"20.01.26";"Gebucht";"Lukas Mustermann";"Filmpalast/Augsburg";"Kartenzahlung 2026-01-20T14:07:36 KFN 0 VJ 2812";"Ausgang";"";"-33,47";"";"";"";"2. lifestyle&fun";"cinema"
"08.02.26";"08.02.26";"Gebucht";"Lukas Mustermann";"Joyn Plus";"JOYN Abo Kd-Nr. 751857116 02/2026";"Ausgang";"DE45605956343180739200";"-11,44";"DE22JP25856533777";"JP-751857116";"";"7. abos";"streaming"
"30.10.25";"30.10.25";"Gebucht";"Lukas Mustermann";"IONOS";"IONOS Abo Kd-Nr. 69640101 10/2025";"Ausgang";"DE46019335206226093164";"-10,16";"DE22I26633161408";"I-69640101";"";"7. abos";"self-hosting"
"22.12.25";"22.12.25";"Gebucht";"Lukas Mustermann";"Bauernmarkt.Wolff.214/Bonn";"BAUERNMARKT 80592962//Bonn/DE 2025-12-22T10:32:49 KFN 0 VJ 2812";"Ausgang";"";"-42,85";"";"";"";"1. groceries";"farmers market"
"15.10.25";"15.10.25";"Gebucht";"Lukas Mustermann";"Praxis Dr. Wagner";"Lastschrift 10/2025 Ref 841876776";"Ausgang";"DE00643459731730332496";"-67,38";"DE22PDW75745104848";"PDW-841876776";"";"6. healthcare";"doctor"
"20.02.26";"20.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"2550325017365 PP.4855.PP . NEXTBIKE, Ihr Einkauf bei NEXTBIKE";"Ausgang";"DE88500700100175526303";"-535,24";"LU96ZZZ0000000000000000058";"5PYM426241784KV";"";"3. mobility";"bicycle"
"13.01.26";"13.01.26";"Gebucht";"Lukas Mustermann";"Engel.Apotheke.3024/Hamburg";"Kartenzahlung 2026-01-13T12:57:24 KFN 0 VJ 2812";"Ausgang";"";"-19,29";"";"";"";"6. healthcare";"pharmacy"
"01.12.25";"01.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"1340785169949 PP.4855.PP . FAHRRADKELLER, Ihr Einkauf bei FAHRRADKELLER";"Ausgang";"DE88500700100175526303";"-1.216,10";"LU96ZZZ0000000000000000058";"5PYM708905836KV";"";"3. mobility";"bicycle"
"12.06.26";"12.06.26";"Gebucht";"Lukas Mustermann";"Stadtwerke Kiel";"Abschlag 06/2026 Kundennr 61170278";"Ausgang";"DE47344793722391761968";"-142,48";"DE22SK22588584313";"SK-61170278";"";"8. fixed costs";"electricity"
"28.10.25";"28.10.25";"Gebucht";"Lukas Mustermann";"NABU";"NABU Abo Kd-Nr. 9561762 10/2025";"Ausgang";"DE94846764089779536140";"-40,24";"DE22N83070906336";"N-9561762";"";"7. abos";"memberships"
"07.05.26";"07.05.26";"Gebucht";"Lukas Mustermann";"Abellio";"Lastschrift 05/2026 Ref 620478";"Ausgang";"DE76886878599648628720";"-122,93";"DE22A31954196664";"A-620478";"";"3. mobility";"train tickets"
"23.03.26";"23.03.26";"Gebucht";"Lukas Mustermann";"Cursor";"CURSOR Abo Kd-Nr. 889384 03/2026";"Ausgang";"DE47816766342083481242";"-15,93";"DE22C66474264404";"C-889384";"";"7. abos";"AI"
"28.05.26";"28.05.26";"Gebucht";"Lukas Mustermann";"Backwerk/Dortmund";"BACKWERK SAGT DANKE. 2026-05-28T22:03:05 KFN 0 VJ 2812";"Ausgang";"";"-34,38";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"19.08.25";"19.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5650333491141 PP.4855.PP . CINESTAR, Ihr Einkauf bei CINESTAR";"Ausgang";"DE88500700100175526303";"-19,56";"LU96ZZZ0000000000000000058";"5PYM520850769KV";"";"2. lifestyle&fun";"cinema"
"14.06.26";"14.06.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 06/2026 Beitragsnr 8802295";"Ausgang";"DE57693088837079919062";"-38,94";"DE22AZD31543449197";"AZD-8802295";"";"8. fixed costs";"rundfunk"
"17.08.25";"17.08.25";"Gebucht";"Lukas Mustermann";"MediaMarkt.7687/Berlin";"MEDIAMARKT 2025-08-17T11:54:38 KFN 0 VJ 2812";"Ausgang";"";"-78,48";"";"";"";"2. lifestyle&fun";"shopping (rest)"
"24.07.25";"24.07.25";"Gebucht";"Lukas Mustermann";"Codecademy/Aachen";"CODECADEMY 2025-07-24T09:30:20 KFN 0 VJ 2812";"Ausgang";"";"-181,76";"";"";"";"5. education";"online courses"
"06.06.26";"06.06.26";"Gebucht";"Lukas Mustermann";"Replicate";"REPLICATE Abo Kd-Nr. 3442106 06/2026";"Ausgang";"DE51004601041313555794";"-27,35";"DE22R20722395672";"R-3442106";"";"7. abos";"AI"
"12.05.26";"12.05.26";"Gebucht";"Lukas Mustermann";"EnBW";"Abschlag 05/2026 Kundennr 359754345";"Ausgang";"DE36499610779977222264";"-31,36";"DE22E61533002702";"E-359754345";"";"8. fixed costs";"electricity"
"13.12.25";"13.12.25";"Gebucht";"Lukas Mustermann";"DB.Navigator.8752/München";"DB 06562590//München/DE 2025-12-13T17:53:46 KFN 0 VJ 2812";"Ausgang";"";"-153,37";"";"";"";"3. mobility";"train tickets"
"13.10.25";"13.10.25";"Gebucht";"Lukas Mustermann";"Hausverwaltung Nord";"Miete 10/2025 Whg 10295838";"Ausgang";"DE50833271045351356343";"-527,08";"DE22HN17191633547";"HN-10295838";"";"8. fixed costs";"rent"
"09.02.26";"09.02.26";"Gebucht";"Lukas Mustermann";"Wochenmarkt.Stand.Meyer.9696/Regensburg";"WOCHENMARKT 52975161//Regensburg/DE 2026-02-09T20:18:07 KFN 0 VJ 2812";"Ausgang";"";"-4,77";"";"";"";"1. groceries";"farmers market"
"25.05.26";"25.05.26";"Gebucht";"Lukas Mustermann";"Imkerei.Sommer.4710/Bonn";"IMKEREI 35925556//Bonn/DE 2026-05-25T12:28:26 KFN 0 VJ 2812";"Ausgang";"";"-43,22";"";"";"";"1. groceries";"farmers market"
"19.08.25";"19.08.25";"Gebucht";"Lukas Mustermann";"FAZ";"FAZ Abo Kd-Nr. 79656280 08/2025";"Ausgang";"DE73350064558048294078";"-34,03";"DE22F28625587293";"F-79656280";"";"7. abos";"(e)-papers"
"14.10.25";"14.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8364037613791 PP.4855.PP . ENCHILADA, Ihr Einkauf bei ENCHILADA";"Ausgang";"DE88500700100175526303";"-53,53";"LU96ZZZ0000000000000000058";"5PYM805526965KV";"";"2. lifestyle&fun";"going out (food&drinks)"
"14.01.26";"14.01.26";"Gebucht";"Lukas Mustermann";"BUND";"BUND Abo Kd-Nr. 764785625 01/2026";"Ausgang";"DE08450143999257099286";"-34,17";"DE22B10285514382";"B-764785625";"";"7. abos";"memberships"
"07.06.26";"07.06.26";"Gebucht";"Lukas Mustermann";"Generali";"Versicherungsbeitrag Police 14579557 06/2026";"Ausgang";"DE38156799728156130232";"-100,11";"DE22G76391694973";"G-14579557";"";"8. fixed costs";"insurance"
"22.07.25";"22.07.25";"Gebucht";"Lukas Mustermann";"MediaMarkt/Dortmund";"Kartenzahlung 2025-07-22T21:20:59 KFN 0 VJ 2812";"Ausgang";"";"-125,90";"";"";"";"2. lifestyle&fun";"shopping (rest)"
"21.02.26";"21.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9198321029161 PP.4855.PP . DECATHLON FAHRRAD, Ihr Einkauf bei DECATHLON FAHRRAD";"Ausgang";"DE88500700100175526303";"-505,93";"LU96ZZZ0000000000000000058";"5PYM746902983KV";"";"3. mobility";"bicycle"
"22.08.25";"22.08.25";"Gebucht";"Lukas Mustermann";"Telekom Deutschland";"Rechnung 08/2025 Kd-Nr. 5628443";"Ausgang";"DE72828401252004320918";"-39,61";"DE22TD28124796667";"TD-5628443";"";"8. fixed costs";"telephone"
"22.09.25";"22.09.25";"Gebucht";"Lukas Mustermann";"Uniqlo/München";"UNIQLO 31857481//München/DE 2025-09-22T18:47:20 KFN 0 VJ 2812";"Ausgang";"";"-170,10";"";"";"";"2. lifestyle&fun";"shopping (clothes)"
"11.02.26";"11.02.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 02/2026 Beitragsnr 65857856";"Ausgang";"DE45192427934682985165";"-31,54";"DE22AZD22873511877";"AZD-65857856";"";"8. fixed costs";"rundfunk"
"12.12.25";"12.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0509260001101 PP.4855.PP . SPOTIFY, Ihr Einkauf bei SPOTIFY";"Ausgang";"DE88500700100175526303";"-7,14";"LU96ZZZ0000000000000000058";"5PYM561619738KV";"";"7. abos";"streaming"
"11.01.26";"11.01.26";"Gebucht";"Lukas Mustermann";"congstar";"Rechnung 01/2026 Kd-Nr. 97705491";"Ausgang";"DE14065476512674907535";"-34,55";"DE22C13834562933";"C-97705491";"";"8. fixed costs";"telephone"
"26.10.25";"26.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5313636317970 PP.4855.PP . MOTEL ONE, Ihr Einkauf bei MOTEL ONE";"Ausgang";"DE88500700100175526303";"-672,08";"LU96ZZZ0000000000000000058";"5PYM623972652KV";"";"2. lifestyle&fun";"vacation"
"15.06.26";"15.06.26";"Gebucht";"Lukas Mustermann";"Conrad.Electronic.0976/Augsburg";"Kartenzahlung 2026-06-15T11:25:13 KFN 0 VJ 2812";"Ausgang";"";"-67,02";"";"";"";"2. lifestyle&fun";"shopping (rest)"
"07.04.26";"07.04.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8677403784233 PP.4855.PP . DECATHLON FAHRRAD, Ihr Einkauf bei DECATHLON FAHRRAD";"Ausgang";"DE88500700100175526303";"-93,60";"LU96ZZZ0000000000000000058";"5PYM944953006KV";"";"3. mobility";"bicycle"
"25.09.25";"25.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5228728080100 PP.4855.PP . HANS IM GLÜCK, Ihr Einkauf bei HANS IM GLÜCK";"Ausgang";"DE88500700100175526303";"-72,02";"LU96ZZZ0000000000000000058";"5PYM623120387KV";"";"2. lifestyle&fun";"going out (food&drinks)"
"09.09.25";"09.09.25";"Gebucht";"Lukas Mustermann";"KVG.Kiel.466/Bonn";"KVG 2025-09-09T20:06:19 KFN 0 VJ 2812";"Ausgang";"";"-63,55";"";"";"";"3. mobility";"öpnv"
"17.02.26";"17.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"1351135053572 PP.4855.PP . DUSSMANN DAS KULTURKAUFHAUS, Ihr Einkauf bei DUSSMANN DAS KULTURKAUFHAUS";"Ausgang";"DE88500700100175526303";"-45,14";"LU96ZZZ0000000000000000058";"5PYM289206415KV";"";"5. education";"books"
"24.11.25";"24.11.25";"Gebucht";"Lukas Mustermann";"Erdgas Südwest";"Abschlag 11/2025 Kundennr 851368194";"Ausgang";"DE80446358002729171411";"-103,06";"DE22ES21290588841";"ES-851368194";"";"8. fixed costs";"gas/heating"
"31.08.25";"31.08.25";"Gebucht";"Lukas Mustermann";"EASYFITNESS";"EASYFITNESS Abo Kd-Nr. 70344633 08/2025";"Ausgang";"DE24656841546351757351";"-48,56";"DE22E85176965959";"E-70344633";"";"7. abos";"gym"
"11.04.26";"11.04.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 04/2026 Beitragsnr 812541452";"Ausgang";"DE87847590447417643441";"-44,98";"DE22AZD05794065253";"AZD-812541452";"";"8. fixed costs";"rundfunk"
"20.03.26";"20.03.26";"Gebucht";"Lukas Mustermann";"H&M/Berlin";"H&M 2026-03-20T21:39:41 KFN 0 VJ 2812";"Ausgang";"";"-188,49";"";"";"";"2. lifestyle&fun";"shopping (clothes)"
"11.11.25";"11.11.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5465535851253 PP.4855.PP . MÜLLER DROGERIE, Ihr Einkauf bei MÜLLER DROGERIE";"Ausgang";"DE88500700100175526303";"-128,68";"LU96ZZZ0000000000000000058";"5PYM892187851KV";"";"2. lifestyle&fun";"shopping (rest)"
"13.04.26";"13.04.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"6032420448207 PP.4855.PP . PASSAGE KINO, Ihr Einkauf bei PASSAGE KINO";"Ausgang";"DE88500700100175526303";"-34,76";"LU96ZZZ0000000000000000058";"5PYM001594165KV";"";"2. lifestyle&fun";"cinema"
"03.09.25";"03.09.25";"Gebucht";"Lukas Mustermann";"H&M/Heidelberg";"Kartenzahlung 2025-09-03T19:21:36 KFN 0 VJ 2812";"Ausgang";"";"-178,36";"";"";"";"2. lifestyle&fun";"shopping (clothes)"
"18.09.25";"18.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7530284976039 PP.4855.PP . EDX, Ihr Einkauf bei EDX";"Ausgang";"DE88500700100175526303";"-210,89";"LU96ZZZ0000000000000000058";"5PYM670243652KV";"";"5. education";"online courses"
"20.05.26";"20.05.26";"Gebucht";"Lukas Mustermann";"Schauspielhaus";"Lastschrift 05/2026 Ref 460523302";"Ausgang";"DE76420865675661844386";"-110,81";"DE22S12590472927";"S-460523302";"";"2. lifestyle&fun";"theatre/opera"
"09.09.25";"09.09.25";"Gebucht";"Lukas Mustermann";"eprimo";"Abschlag 09/2025 Kundennr 506699128";"Ausgang";"DE56859441649331115685";"-33,52";"DE22E40262180603";"E-506699128";"";"8. fixed costs";"electricity"
"04.05.26";"04.05.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8312497736772 PP.4855.PP . JOYN PLUS, Ihr Einkauf bei JOYN PLUS";"Ausgang";"DE88500700100175526303";"-6,36";"LU96ZZZ0000000000000000058";"5PYM443435497KV";"";"7. abos";"streaming"
"12.02.26";"12.02.26";"Gebucht";"Lukas Mustermann";"Gasag";"Abschlag 02/2026 Kundennr 92839625";"Ausgang";"DE77416165665764063365";"-219,53";"DE22G58617110696";"G-92839625";"";"8. fixed costs";"gas/heating"
"01.05.26";"01.05.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8088067821417 PP.4855.PP . FAHRRAD XXL, Ihr Einkauf bei FAHRRAD XXL";"Ausgang";"DE88500700100175526303";"-759,08";"LU96ZZZ0000000000000000058";"5PYM468135926KV";"";"3. mobility";"bicycle"
"16.01.26";"16.01.26";"Gebucht";"Lukas Mustermann";"Taxiruf/Wuppertal";"TAXIRUF SAGT DANKE. 2026-01-16T12:53:54 KFN 0 VJ 2812";"Ausgang";"";"-42,21";"";"";"";"3. mobility";"taxi"
"21.02.26";"21.02.26";"Gebucht";"Lukas Mustermann";"Contabo";"CONTABO Abo Kd-Nr. 81353764 02/2026";"Ausgang";"DE29839303953952608853";"-21,65";"DE22C29873401149";"C-81353764";"";"7. abos";"self-hosting"
"11.06.26";"11.06.26";"Gebucht";"Lukas Mustermann";"EDEKA.990/Nürnberg";"EDEKA 85435346//Nürnberg/DE 2026-06-11T09:26:42 KFN 0 VJ 2812";"Ausgang";"";"-82,70";"";"";"";"1. groceries";"supermarket"
"11.10.25";"11.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4987820829737 PP.4855.PP . ASTOR FILM LOUNGE, Ihr Einkauf bei ASTOR FILM LOUNGE";"Ausgang";"DE88500700100175526303";"-19,19";"LU96ZZZ0000000000000000058";"5PYM489690835KV";"";"2. lifestyle&fun";"cinema"
"03.10.25";"03.10.25";"Gebucht";"Lukas Mustermann";"Getsafe";"Versicherungsbeitrag Police 4278412 10/2025";"Ausgang";"DE87612826124998779994";"-80,18";"DE22G81940681275";"G-4278412";"";"8. fixed costs";"insurance"
"26.12.25";"26.12.25";"Gebucht";"Lukas Mustermann";"Booking.com";"Lastschrift 12/2025 Ref 8911908";"Ausgang";"DE33428013875927125663";"-328,52";"DE22B83615171827";"B-8911908";"";"2. lifestyle&fun";"vacation"
"18.07.25";"18.07.25";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 07/2025 Beitragsnr 4080770";"Ausgang";"DE03781715068524608889";"-26,88";"DE22AZD59208515122";"AZD-4080770";"";"8. fixed costs";"rundfunk"
"10.01.26";"10.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9228777251996 PP.4855.PP . METROPOLIS KINO, Ihr Einkauf bei METROPOLIS KINO";"Ausgang";"DE88500700100175526303";"-20,83";"LU96ZZZ0000000000000000058";"5PYM636580741KV";"";"2. lifestyle&fun";"cinema"
"08.06.26";"08.06.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"3920514607455 PP.4855.PP . DM-DROGERIE, Ihr Einkauf bei DM-DROGERIE";"Ausgang";"DE88500700100175526303";"-163,91";"LU96ZZZ0000000000000000058";"5PYM534705742KV";"";"2. lifestyle&fun";"shopping (rest)"
"21.06.26";"21.06.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5502613409731 PP.4855.PP . HETZNER ONLINE, Ihr Einkauf bei HETZNER ONLINE";"Ausgang";"DE88500700100175526303";"-54,85";"LU96ZZZ0000000000000000058";"5PYM220667665KV";"";"7. abos";"self-hosting"
"03.01.26";"03.01.26";"Gebucht";"Lukas Mustermann";"Yello Strom";"Abschlag 01/2026 Kundennr 697693805";"Ausgang";"DE14538690168120750006";"-114,83";"DE22YS99155859392";"YS-697693805";"";"8. fixed costs";"electricity"
"08.09.25";"08.09.25";"Gebucht";"Lukas Mustermann";"McFIT";"MCFIT Abo Kd-Nr. 7793980 09/2025";"Ausgang";"DE12201631852002391523";"-60,18";"DE22M13363140982";"M-7793980";"";"7. abos";"gym"
"17.06.26";"17.06.26";"Gebucht";"Lukas Mustermann";"Deezer";"DEEZER Abo Kd-Nr. 080901014 06/2026";"Ausgang";"DE61039278888189304616";"-8,67";"DE22D38816878518";"D-080901014";"";"7. abos";"streaming"
"26.04.26";"26.04.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8727420495612 PP.4855.PP . NORD-OSTSEE-BAHN, Ihr Einkauf bei NORD-OSTSEE-BAHN";"Ausgang";"DE88500700100175526303";"-26,77";"LU96ZZZ0000000000000000058";"5PYM137730626KV";"";"3. mobility";"train tickets"
"30.05.26";"30.05.26";"Gebucht";"Lukas Mustermann";"Sterntaler/Nürnberg";"STERNTALER 55116436//Nürnberg/DE 2026-05-30T14:37:31 KFN 0 VJ 2812";"Ausgang";"";"-112,31";"";"";"";"4. family";"family"
"26.10.25";"26.10.25";"Gebucht";"Lukas Mustermann";"Familienkasse";"Lastschrift 10/2025 Ref 0969067";"Ausgang";"DE64909228849874551358";"-192,70";"DE22F72717430688";"F-0969067";"";"4. family";"family"
"26.01.26";"26.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8159698384572 PP.4855.PP . MYTAXI, Ihr Einkauf bei MYTAXI";"Ausgang";"DE88500700100175526303";"-13,77";"LU96ZZZ0000000000000000058";"5PYM026656862KV";"";"3. mobility";"taxi"
"23.01.26";"23.01.26";"Gebucht";"Lukas Mustermann";"Techniker Krankenkasse";"Versicherungsbeitrag Police 43464582 01/2026";"Ausgang";"DE95463733300304716623";"-228,31";"DE22TK42530128194";"TK-43464582";"";"8. fixed costs";"insurance"
"31.01.26";"31.01.26";"Gebucht";"Lukas Mustermann";"Radschlag/Regensburg";"RADSCHLAG SAGT DANKE. 2026-01-31T18:00:30 KFN 0 VJ 2812";"Ausgang";"";"-112,61";"";"";"";"3. mobility";"bicycle"
"27.04.26";"27.04.26";"Gebucht";"Lukas Mustermann";"Rheinbahn.3748/Rostock";"RHEINBAHN 2026-04-27T13:03:39 KFN 0 VJ 2812";"Ausgang";"";"-67,94";"";"";"";"3. mobility";"öpnv"
"12.07.25";"12.07.25";"Gebucht";"Lukas Mustermann";"All-Inkl";"ALL-INKL Abo Kd-Nr. 086236504 07/2025";"Ausgang";"DE60262247892251826135";"-41,73";"DE22A06210840157";"A-086236504";"";"7. abos";"self-hosting"
"24.02.26";"24.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"2025909479851 PP.4855.PP . KANUVERLEIH FÖRDE, Ihr Einkauf bei KANUVERLEIH FÖRDE";"Ausgang";"DE88500700100175526303";"-117,03";"LU96ZZZ0000000000000000058";"5PYM583281826KV";"";"2. lifestyle&fun";"sports"
"03.06.26";"03.06.26";"Gebucht";"Lukas Mustermann";"Immobilien Verwaltung Schulz";"Miete 06/2026 Whg 673608633";"Ausgang";"DE39950666760550800509";"-1.094,86";"DE22IVS08306925098";"IVS-673608633";"";"8. fixed costs";"rent"
"17.04.26";"17.04.26";"Gebucht";"Lukas Mustermann";"Dean.and.David/Nürnberg";"Kartenzahlung 2026-04-17T17:24:48 KFN 0 VJ 2812";"Ausgang";"";"-80,78";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"12.10.25";"12.10.25";"Gebucht";"Lukas Mustermann";"Amnesty International";"AMNESTY Abo Kd-Nr. 4074135 10/2025";"Ausgang";"DE96653390363857433919";"-10,79";"DE22AI58000841626";"AI-4074135";"";"7. abos";"memberships"
"22.12.25";"22.12.25";"Gebucht";"Lukas Mustermann";"nahkauf.449/Münster";"NAHKAUF 75588675//Münster/DE 2025-12-22T22:55:09 KFN 0 VJ 2812";"Ausgang";"";"-89,15";"";"";"";"1. groceries";"supermarket"
"06.03.26";"06.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9492995562053 PP.4855.PP . GLOBETROTTER, Ihr Einkauf bei GLOBETROTTER";"Ausgang";"DE88500700100175526303";"-78,70";"LU96ZZZ0000000000000000058";"5PYM364525777KV";"";"2. lifestyle&fun";"sports"
"16.04.26";"16.04.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 04/2026 Beitragsnr 159293257";"Ausgang";"DE89088506903034711202";"-51,91";"DE22AZD73023859512";"AZD-159293257";"";"8. fixed costs";"rundfunk"
"30.09.25";"30.09.25";"Gebucht";"Lukas Mustermann";"Generali";"Versicherungsbeitrag Police 53376979 09/2025";"Ausgang";"DE16276243960630079823";"-15,55";"DE22G38917873563";"G-53376979";"";"8. fixed costs";"insurance"
"08.11.25";"08.11.25";"Gebucht";"Lukas Mustermann";"Die Welt";"DIE Abo Kd-Nr. 420942 11/2025";"Ausgang";"DE07937415871994250592";"-10,56";"DE22DW53095587799";"DW-420942";"";"7. abos";"(e)-papers"
"15.05.26";"15.05.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5973832060385 PP.4855.PP . CAFÉ EXTRABLATT, Ihr Einkauf bei CAFÉ EXTRABLATT";"Ausgang";"DE88500700100175526303";"-29,86";"LU96ZZZ0000000000000000058";"5PYM050641383KV";"";"2. lifestyle&fun";"going out (food&drinks)"
"25.02.26";"25.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"3996263779271 PP.4855.PP . DISNEY PLUS, Ihr Einkauf bei DISNEY PLUS";"Ausgang";"DE88500700100175526303";"-5,69";"LU96ZZZ0000000000000000058";"5PYM107351289KV";"";"7. abos";"streaming"
"13.11.25";"13.11.25";"Gebucht";"Lukas Mustermann";"Perplexity";"PERPLEXITY Abo Kd-Nr. 0941010 11/2025";"Ausgang";"DE27607819516484977973";"-13,90";"DE22P83306144357";"P-0941010";"";"7. abos";"AI"
